web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732793959-295,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain - Zone des Niayes,https://sn.coinafrique.com/annonce/terrains/terrain-zone-des-niayes-4420225,15000000 m2,Prix sur demande,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4420225_uploaded_image1_1697548007.14.jpeg""); width: 507px;"
1732793963-296,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150m-rufisque-4456136,150,2 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4456136_uploaded_image1_1699883674.jpg""); width: 536px;"
1732793967-297,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain -  Guediawaye,https://sn.coinafrique.com/annonce/terrains/terrain-guediawaye-4456194,150 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4456194_uploaded_image1_1699886577.jpg""); width: 627px;"
1732793972-298,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 289m² - Almadies,https://sn.coinafrique.com/annonce/terrains/terrain-289m-almadies-4456288,289 m2,290 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4456288_uploaded_image1_1699889565.jpg""); width: 536px;"
1732793976-299,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 11ha - Mboro,https://sn.coinafrique.com/annonce/terrains/terrain-11ha-mboro-4456340,11660000,5 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4456340_uploaded_image1_1699891679.jpg""); width: 566px;"
1732793985-300,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains - Touba,https://sn.coinafrique.com/annonce/terrains/terrains-touba-4456761,2300 m2,4 000 000 CFA,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_4456761_uploaded_image1_1699914323.jpg""); width: 556px;"
1732793988-301,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains - Touba,https://sn.coinafrique.com/annonce/terrains/terrains-touba-4456773,2300 m2,4 000 000 CFA,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/4456773_uploaded_image1_1699915406.jpg""); width: 556px;"
1732793993-302,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-rufisque-4456904,210,8 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4456904_uploaded_image1_1699928831.jpg""); width: 510px;"
1732793999-303,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4457321,150 m2,13 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4457321_uploaded_image1_1699961209.jpg""); width: 630px;"
1732794002-304,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 300m² - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4457445,300,4 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4457445_uploaded_image1_1699965475.jpg""); width: 369px;"
1732794006-305,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 500m² - VDN 3 Apix,https://sn.coinafrique.com/annonce/terrains/terrain-500m-vdn-3-apix-4421910,500,45 000 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4421910_uploaded_image1_1697641784.jpg""); width: 421px;"
1732794010-306,https://sn.coinafrique.com/categorie/terrains?page=27,Vente maison à démolir - Fass mbao rond point Mame Diarra,https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-fass-mbao-rond-point-mame-diarra-4458681,4,21 000 000 CFA,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4458681_uploaded_image1_1700044276.jpg""); width: 404px;"
1732794013-307,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150 m² -  Niague Peulh,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niague-peulh-4420000,150 m2,4 000 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4420000_uploaded_image1_1697539879.98.jpeg""); width: 395px;"
1732794016-308,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150 m² - Lac rose,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-4419993,150 m2,8 500 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4419993_uploaded_image1_1697539712.79.jpeg""); width: 395px;"
1732794022-309,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 300m² - Mbodiéne,https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbodiene-4424878,300,15 000 000 CFA,"Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4424878_uploaded_image1_1697895599.jpg""); width: 508px;"
1732794028-310,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 300 m2 - Mboro,https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-mboro-4423227,300 m2,1 950 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4423227_uploaded_image1_1697798494.53.jpeg""); width: 507px;"
1732794033-311,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 200 m²  - Guédiawaye,https://sn.coinafrique.com/annonce/terrains/terrain-200-m-guediawaye-4460805,200,32 000 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4460805_uploaded_image1_1700150997.jpg""); width: 562px;"
1732794036-312,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 170000m²  - Diamniadio-Ngorome 2,https://sn.coinafrique.com/annonce/terrains/terrain-170000m-diamniadio-ngorome-2-4420973,170000,25 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4420973_uploaded_image1_1697583543.jpg""); width: 671px;"
1732794039-313,https://sn.coinafrique.com/categorie/terrains?page=27,Vente terrain 8000 m2 - Bourguiba,https://sn.coinafrique.com/annonce/terrains/vente-terrain-8000-m2-bourguiba-4423866,8000,2 200 000 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4423866_uploaded_image1_1697821834.jpg""); width: 421px;"
1732794043-314,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 200 m² - Thies,https://sn.coinafrique.com/annonce/terrains/terrain-200-m-thies-4424133,200 m2,1 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4424133_uploaded_image1_1697835392.jpg""); width: 671px;"
1732794046-315,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 4 ha 8000m² - Dakar Hann,https://sn.coinafrique.com/annonce/terrains/terrain-4-ha-8000m-dakar-hann-4439322,40000 m2,300 000 CFA,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439322_uploaded_image1_1698874442.jpg""); width: 550px;"
1732794049-316,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 500m² - Touba,https://sn.coinafrique.com/annonce/terrains/terrain-500m-touba-4461264,500,10 000 000 CFA,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/4461264_uploaded_image1_1700177727.jpg""); width: 457px;"
1732794052-317,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain  300m² - Malicounda Extension,https://sn.coinafrique.com/annonce/terrains/terrain-300m-malicounda-extension-4425161,300 m2,7 000 000 CFA,"Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/4425161_uploaded_image1_1697913764.jpg""); width: 671px;"
1732794055-318,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 150m² - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-4462531,150,2 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4462531_uploaded_image1_1700265594.jpg""); width: 388px;"
1732794059-319,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150 m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-4462540,150,2 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4462540_uploaded_image1_1700266047.jpg""); width: 388px;"
1732794066-320,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 1000 m² - Malicounda,https://sn.coinafrique.com/annonce/terrains/terrain-1000-m-malicounda-4462872,1000 m2,14 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4462872_uploaded_image1_1700302050.jpg""); width: 542px;"
1732794072-321,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 300m² - Yéne,https://sn.coinafrique.com/annonce/terrains/terrain-300m-yene-4463026,300 m2,Prix sur demande,"Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4463026_uploaded_image1_1700309414.jpg""); width: 393px;"
1732794076-322,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 525 m2 - Sacré-coeur Keur Gorgui,https://sn.coinafrique.com/annonce/terrains/terrains-525-m2-sacre-coeur-keur-gorgui-4423232,525,950 000 CFA,"Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4423232_uploaded_image1_1697798644.jpg""); width: 671px;"
1732794081-323,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 360 m²  - Dakar,https://sn.coinafrique.com/annonce/terrains/terrain-360-m-dakar-4428629,,375 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4428629_uploaded_image1_1698164746.jpg""); width: 568px;"
1732794085-324,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150 m² - Thies,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-thies-4463518,150,4 500 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4463518_uploaded_image1_1700336201.jpg""); width: 439px;"
1732794088-325,https://sn.coinafrique.com/categorie/terrains?page=27,Parcelle 210 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/parcelle-210-m-keur-massar-4463997,210 m2,23 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4463997_uploaded_image1_1700397569.jpg""); width: 512px;"
1732794094-326,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 300 m2 - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-lac-rose-4464461,300,6 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4464461_uploaded_image1_1700428193.jpg""); width: 459px;"
1732794099-327,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 350 m2 - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-350-m2-lac-rose-4464470,350,8 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4464470_uploaded_image1_1700428396.jpg""); width: 459px;"
1732794102-328,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 150 m2 - Yoff,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-yoff-4427910,150,70 000 000 CFA,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4427910_uploaded_image1_1698136250.jpg""); width: 544px;"
1732794106-329,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 400m² - Saly Diamantines,https://sn.coinafrique.com/annonce/terrains/terrain-400m-saly-diamantines-4465126,400,30 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4465126_uploaded_image1_1700484491.jpg""); width: 399px;"
1732794111-330,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 500m² - Malikounda,https://sn.coinafrique.com/annonce/terrains/terrain-500m-malikounda-4466497,500,55 000 000 CFA,"Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/4466497_uploaded_image2_1700567468.jpeg""); width: 547px;"
1732794117-331,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150 m² - Cité Almadie 2,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-cite-almadie-2-4466707,150,19 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4466707_uploaded_image1_1700575466.jpg""); width: 537px;"
1732794123-332,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 150m² - Almadie 2,https://sn.coinafrique.com/annonce/terrains/terrain-150m-almadie-2-4466868,150,19 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4466868_uploaded_image2_1700581893.jpeg""); width: 630px;"
1732794127-333,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains TF -  Sangalkam,https://sn.coinafrique.com/annonce/terrains/terrains-tf-sangalkam-4430014,150 m2,20 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4430014_uploaded_image1_1698247134.jpg""); width: 671px;"
1732794132-334,https://sn.coinafrique.com/categorie/terrains?page=27,Terrains 150m²  - Sébikotane,https://sn.coinafrique.com/annonce/terrains/terrains-150m-sebikotane-4430046,150 m2,4 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4430046_uploaded_image1_1698248010.jpg""); width: 671px;"
1732794137-335,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 160m² - Maristes,https://sn.coinafrique.com/annonce/terrains/terrain-160m-maristes-4467195,160 m2,70 000 000 CFA,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4467195_uploaded_image1_1700600108.jpg""); width: 369px;"
1732794141-336,https://sn.coinafrique.com/categorie/terrains?page=27,Terrain 225m² - Tivaouane,https://sn.coinafrique.com/annonce/terrains/terrain-225m-tivaouane-4467348,225 m2,8 000 000 CFA,"Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4467348_uploaded_image1_1700610198.jpg""); width: 535px;"
1732794169-337,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain agricole 1 ha - Mboro,https://sn.coinafrique.com/annonce/terrains/terrain-agricole-1-ha-mboro-4431042,10000 m2,2 750 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_4431042_uploaded_image1_1698315280.75.jpeg""); width: 507px;"
1732794173-338,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain  300 m² - Mboro,https://sn.coinafrique.com/annonce/terrains/terrain-300-m-mboro-4431043,300 m2,1 950 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4431043_uploaded_image1_1698315364.66.jpeg""); width: 507px;"
1732794177-339,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-4468187,150 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4468187_uploaded_image1_1700664214.jpg""); width: 410px;"
1732794182-340,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 152m² - Guédiawaye,https://sn.coinafrique.com/annonce/terrains/terrain-152m-guediawaye-4468248,152,18 500 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4468248_uploaded_image1_1700667215.jpg""); width: 546px;"
1732794188-341,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-mbour-4468572,300 m2,Prix sur demande,"M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/4468572_uploaded_image1_1700681823.jpg""); width: 532px;"
1732794192-342,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4468642,150 m2,25 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4468642_uploaded_image1_1700687094.jpg""); width: 369px;"
1732794196-343,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 500m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-500m-rufisque-4469425,500,38 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4469425_uploaded_image1_1700741915.jpg""); width: 562px;"
1732794201-344,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Gorom 1,https://sn.coinafrique.com/annonce/terrains/terrain-gorom-1-4469485,150 m2,4 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4469485_uploaded_image1_1700744091.jpg""); width: 554px;"
1732794205-345,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m²  - Parcelle Assainies-unité 15,https://sn.coinafrique.com/annonce/terrains/terrain-300m-parcelle-assainies-unite-15-4428642,300,75 000 000 CFA,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4428642_uploaded_image1_1698165447.jpg""); width: 671px;"
1732794210-346,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 150m² - Bambilor,https://sn.coinafrique.com/annonce/terrains/terrains-150m-bambilor-4470177,150,1 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4470177_uploaded_image1_1700774572.jpg""); width: 369px;"
1732794214-347,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 150 m2 - Ndayane TF,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ndayane-tf-4433305,150 m2,5 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4433305_uploaded_image1_1698441702.jpg""); width: 671px;"
1732794218-348,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1193m² - Ngaparou,https://sn.coinafrique.com/annonce/terrains/terrain-1193m-ngaparou-4433578,1193,127 000 000 CFA,"Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/4433578_uploaded_image1_1698475446.jpg""); width: 544px;"
1732794222-349,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 158m²  - Ouest Foire,https://sn.coinafrique.com/annonce/terrains/terrain-158m-ouest-foire-4433850,158,65 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433850_uploaded_image1_1698495809.jpg""); width: 415px;"
1732794226-350,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 180 m² - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-180-m-lac-rose-4471378,180,5 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4471378_uploaded_image2_1700850134.jpeg""); width: 569px;"
1732794231-351,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150 m² - Mbao,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mbao-4471430,150,22 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4471430_uploaded_image1_1700853158.jpg""); width: 414px;"
1732794235-352,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 350 m² -  Dakar,https://sn.coinafrique.com/annonce/terrains/terrain-350-m-dakar-4471695,,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4471695_uploaded_image3_1700875057.jpeg""); width: 616px;"
1732794241-353,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 360 m² + TF - Cité Keur Gorgui,https://sn.coinafrique.com/annonce/terrains/terrain-360-m-tf-cite-keur-gorgui-4434491,360,375 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434491_uploaded_image1_1698575355.jpg""); width: 544px;"
1732794246-354,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 200m² - Thies,https://sn.coinafrique.com/annonce/terrains/terrain-200m-thies-4461173,200 m2,15 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4461173_uploaded_image1_1700169274.jpg""); width: 608px;"
1732794249-355,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 4 ha - Notto,https://sn.coinafrique.com/annonce/terrains/terrain-4-ha-notto-4473051,,Prix sur demande,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4473051_uploaded_image1_1700997004.jpg""); width: 396px;"
1732794256-356,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Niague,https://sn.coinafrique.com/annonce/terrains/terrain-150m-niague-4462288,150 m2,5 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4462288_uploaded_image1_1700249378.jpg""); width: 608px;"
1732794262-357,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4473597,150 m2,Prix sur demande,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4473597_uploaded_image1_1701032475.jpg""); width: 407px;"
1732794266-358,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-4473655,150 m2,12 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4473655_uploaded_image1_1701037701.jpg""); width: 375px;"
1732794271-359,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains - Thiès,https://sn.coinafrique.com/annonce/terrains/terrains-thies-4473660,150,2 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4473660_uploaded_image1_1701038408.jpg""); width: 603px;"
1732794275-360,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains - Diamniadio,https://sn.coinafrique.com/annonce/terrains/terrains-diamniadio-4473678,150,1 500 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4473678_uploaded_image1_1701040114.jpg""); width: 603px;"
1732794279-361,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m² - Malikounda,https://sn.coinafrique.com/annonce/terrains/terrain-300m-malikounda-4473745,300,5 000 000 CFA,"Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/4473745_uploaded_image1_1701047131.jpg""); width: 436px;"
1732794284-362,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150 m2 - Niague,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-niague-4441732,150 m2,8 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4441732_uploaded_image1_1699005487.14.jpeg""); width: 395px;"
1732794289-363,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Toubab Dialao,https://sn.coinafrique.com/annonce/terrains/terrain-toubab-dialao-4436654,180 m2,2 500 000 CFA,"Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4436654_uploaded_image1_1698748114.95.jpeg""); width: 395px;"
1732794301-364,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Thies Mbour 4,https://sn.coinafrique.com/annonce/terrains/terrain-thies-mbour-4-4436663,200 m2,6 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4436663_uploaded_image1_1698748509.02.jpeg""); width: 395px;"
1732794307-365,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225 m² - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-225-m-thies-4436677,225 m2,1 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4436677_uploaded_image1_1698748932.48.jpeg""); width: 395px;"
1732794313-366,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225m² - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4436685,225 m2,350 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4436685_uploaded_image1_1698749132.46.jpeg""); width: 395px;"
1732794319-367,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 170 m2 - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-170-m2-keur-massar-4463054,170 m2,30 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4463054_uploaded_image1_1700311098.jpg""); width: 608px;"
1732794323-368,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 250 m² - Mbackiyou faye,https://sn.coinafrique.com/annonce/terrains/terrain-250-m-mbackiyou-faye-4474506,250 m2,102 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4474506_uploaded_image1_1701094499.jpg""); width: 671px;"
1732794326-369,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 250m² - Cité Mbackiyou Faye,https://sn.coinafrique.com/annonce/terrains/terrain-250m-cite-mbackiyou-faye-4474530,250 m2,102 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4474530_uploaded_image1_1701095539.jpg""); width: 369px;"
1732794329-370,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 250m² - Cité Mbackiyou Faye,https://sn.coinafrique.com/annonce/terrains/terrain-250m-cite-mbackiyou-faye-4474641,250 m2,102 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4474641_uploaded_image1_1701098861.jpg""); width: 436px;"
1732794332-371,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Dakar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-4474659,150,13 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4474659_uploaded_image1_1701099486.jpg""); width: 529px;"
1732794337-372,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 150m² TF - Tivaoune Peulh,https://sn.coinafrique.com/annonce/terrains/terrains-150m-tf-tivaoune-peulh-4437303,150 m2,14 000 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4437303_uploaded_image1_1698776529.jpg""); width: 671px;"
1732794343-373,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains - Diass,https://sn.coinafrique.com/annonce/terrains/terrains-diass-4475544,150 m2,2 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4475544_uploaded_image1_1701166000.jpg""); width: 420px;"
1732794347-374,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225m² - Almadies 2  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-225m-almadies-2-rufisque-4434782,225,60 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4434782_uploaded_image1_1698597515.jpg""); width: 576px;"
1732794351-375,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-4475682,150,20 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4475682_uploaded_image1_1701171475.jpg""); width: 391px;"
1732794356-376,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4476384,150 m2,14 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4476384_uploaded_image1_1701209406.jpg""); width: 607px;"
1732794360-377,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m² - Almadies 2,https://sn.coinafrique.com/annonce/terrains/terrain-300m-almadies-2-4439979,300 m2,18 000 000 CFA,"Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439979_uploaded_image1_1698917370.19.jpeg""); width: 395px;"
1732794364-378,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1192m² - Ngaparou plage,https://sn.coinafrique.com/annonce/terrains/terrain-1192m-ngaparou-plage-4440272,1192,127 000 000 CFA,"Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/4440272_uploaded_image1_1698925581.jpg""); width: 544px;"
1732794367-379,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Thiès Mbour 4,https://sn.coinafrique.com/annonce/terrains/terrain-thies-mbour-4-4457479,200 m2,5 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4457479_uploaded_image1_1699966805.54.jpeg""); width: 395px;"
